accession,pangolin_lineage,mut_sum,stat_b,stat_s,stat_qs,stat_c,H_A_A,H_A_C,H_A_G,H_A_T,H_C_A,H_C_C,H_C_G,H_C_T,H_G_A,H_G_C,H_G_G,H_G_T,H_T_A,H_T_C,H_T_G,H_T_T
OZ290862,B.1.1.7,32.0,13.80952380952381,8.450980392156865,-0.9792392508862346,2.9952561911275706,8574.0,0.0,3.0,2.0,3.0,5258.0,0.0,12.0,3.0,3.0,5667.0,2.0,1.0,2.0,1.0,9176.0
OZ290868,B.1.351.3,26.0,,21.554257095158597,,2.9962044964519334,8617.0,1.0,5.0,1.0,0.0,5290.0,0.0,14.0,0.0,0.0,5660.0,4.0,0.0,1.0,0.0,9206.0
OZ290871,B.1.1.7,37.0,23.066666666666666,16.528985507246382,-0.8917624874282135,2.9945399682844007,8631.0,0.0,3.0,2.0,3.0,5277.0,0.0,19.0,2.0,3.0,5701.0,2.0,1.0,1.0,1.0,9260.0
OZ290872,B.1,13.0,13.0,8.339130434782609,,2.998053171475689,8521.0,0.0,2.0,1.0,2.0,5208.0,0.0,6.0,0.0,1.0,5622.0,1.0,0.0,0.0,0.0,9200.0
OZ290873,B.1.1.7,32.0,13.6,9.567648827420323,-0.8911186425867693,2.9951644652240232,8278.0,0.0,2.0,3.0,3.0,5026.0,0.0,13.0,2.0,2.0,5450.0,2.0,2.0,2.0,1.0,8831.0
OZ290876,B.1.1.7,32.0,18.285714285714285,13.134426229508193,-0.9392244292383348,2.9948822641265114,7865.0,0.0,2.0,3.0,3.0,4826.0,0.0,13.0,2.0,3.0,5226.0,3.0,1.0,1.0,1.0,8452.0
OZ290879,B.1.1.7,18.0,14.444444444444443,8.694545454545452,,2.9963908264125667,6392.0,0.0,2.0,1.0,3.0,3913.0,0.0,8.0,0.0,1.0,4121.0,2.0,0.0,1.0,0.0,6848.0
OZ290884,B.1.1.7,32.0,14.230769230769232,9.315962698848054,-0.3823632342130361,2.994894338863107,7819.0,2.0,3.0,4.0,3.0,4764.0,0.0,11.0,0.0,2.0,5162.0,3.0,1.0,2.0,1.0,8390.0
OZ290887,B.1.1.7,29.0,12.102564102564104,5.088992974238872,-1.1121591830398774,2.9955556458809367,8267.0,0.0,2.0,3.0,4.0,5058.0,0.0,10.0,1.0,3.0,5467.0,1.0,1.0,3.0,1.0,8826.0
OZ290890,B.1.1.7,29.0,16.733333333333334,8.91397849462367,-0.7351596973767361,2.995552350409354,8255.0,0.0,3.0,2.0,3.0,5036.0,0.0,13.0,0.0,2.0,5411.0,2.0,1.0,2.0,1.0,8870.0
OZ290898,B.1.1.7,22.0,12.4,7.260563380281688,-0.9587998934247673,2.9961378846408775,7326.0,0.0,2.0,1.0,3.0,4497.0,0.0,9.0,2.0,2.0,4826.0,1.0,0.0,1.0,1.0,7889.0
OZ290902,B.1.1.7,36.0,17.941176470588236,11.08158220024721,-0.8664255910676598,2.9946644532340256,8572.0,0.0,4.0,2.0,3.0,5268.0,0.0,15.0,2.0,3.0,5623.0,3.0,1.0,2.0,1.0,9196.0
OZ290903,B.1.1.7,26.0,16.974358974358974,11.213618157543388,-0.7089870696127017,2.994938535072632,6488.0,0.0,1.0,2.0,4.0,3983.0,0.0,12.0,0.0,2.0,4297.0,2.0,1.0,1.0,1.0,6934.0
OZ290916,B.1.1.7,32.0,18.916666666666668,10.887218045112785,-1.1630062368896028,2.9949628710340477,8038.0,0.0,2.0,2.0,3.0,4982.0,0.0,15.0,2.0,3.0,5326.0,1.0,1.0,1.0,2.0,8620.0
OZ290922,B.1.1.7,26.0,13.666666666666664,6.81818181818182,-0.7614838921309237,2.9962085108568606,8580.0,0.0,2.0,3.0,3.0,5247.0,0.0,10.0,0.0,2.0,5639.0,2.0,1.0,2.0,1.0,9217.0
OZ290929,B.1.1.7,32.0,14.142857142857142,9.14254143646409,,2.9953707407489487,8800.0,1.0,4.0,2.0,3.0,5407.0,0.0,12.0,2.0,3.0,5784.0,2.0,1.0,2.0,0.0,9462.0
OZ290938,B.1.1.7,38.0,20.095238095238095,13.930171277997363,-1.062907394718226,2.9945530773595115,8884.0,0.0,3.0,2.0,3.0,5448.0,0.0,19.0,3.0,3.0,5840.0,1.0,1.0,2.0,1.0,9551.0
OZ290941,B.1.1.7,29.0,13.142857142857142,8.408637873754156,-1.0489683572643254,2.9955482868183623,8169.0,0.0,2.0,3.0,3.0,4999.0,0.0,12.0,2.0,2.0,5385.0,1.0,1.0,2.0,1.0,8763.0
OZ290944,B.1.1.7,30.0,16.952380952380953,9.042016806722692,-1.1604370831717392,2.995676426881014,8829.0,0.0,2.0,2.0,3.0,5420.0,0.0,13.0,2.0,3.0,5806.0,1.0,1.0,1.0,2.0,9464.0
OZ290948,B.1.1.7,32.0,22.933333333333337,13.426807760141097,-0.6818198162283585,2.99519249416881,8428.0,0.0,6.0,2.0,3.0,5135.0,0.0,14.0,0.0,2.0,5540.0,2.0,1.0,1.0,1.0,9036.0
OZ290953,B.1.1.7,29.0,16.61904761904762,10.624898949070332,-0.9922817501787549,2.9957369376814245,8654.0,0.0,2.0,2.0,3.0,5316.0,0.0,13.0,2.0,3.0,5706.0,1.0,1.0,1.0,1.0,9304.0
OZ290955,B.1.1.7,38.0,20.375438596491232,15.166478342749521,-1.127757157279001,2.9945026672872843,8731.0,0.0,2.0,3.0,4.0,5373.0,0.0,17.0,3.0,3.0,5759.0,2.0,1.0,2.0,1.0,9369.0
OZ290958,B.1.1.7,35.0,21.555555555555554,16.015538847117767,-0.9930653659328134,2.994899162030891,8664.0,0.0,2.0,3.0,3.0,5320.0,0.0,17.0,2.0,3.0,5711.0,2.0,1.0,1.0,1.0,9308.0
OZ290968,B.1.1.7,35.0,16.133333333333333,10.500297441998816,-1.0611361294981756,2.994981411708397,8886.0,0.0,2.0,2.0,3.0,5451.0,0.0,17.0,2.0,3.0,5841.0,1.0,1.0,3.0,1.0,9550.0
OZ290969,B.1.1.7,36.0,14.450980392156863,9.097239390193653,-1.0898648087507858,2.994799040621394,8745.0,0.0,3.0,3.0,3.0,5376.0,0.0,14.0,3.0,3.0,5737.0,2.0,1.0,3.0,1.0,9371.0
OZ290970,B.1.1.7,30.0,17.933333333333334,11.892448512585826,-0.7560100850203207,2.9953581070451345,8154.0,0.0,3.0,2.0,3.0,4996.0,0.0,14.0,1.0,2.0,5385.0,2.0,1.0,1.0,1.0,8765.0
OZ290973,B.1.1.7,40.0,19.0,12.292149292149336,-1.0311994999826057,2.994278613614286,8884.0,0.0,3.0,3.0,3.0,5451.0,0.0,17.0,2.0,4.0,5838.0,3.0,1.0,3.0,1.0,9550.0
OZ290974,B.1.1.7,35.0,15.117647058823529,6.77653631284916,-1.0657794401777374,2.9949196289185016,8827.0,0.0,4.0,2.0,3.0,5419.0,0.0,14.0,2.0,4.0,5802.0,1.0,1.0,3.0,1.0,9484.0
OZ290975,B.1.1.7,39.0,18.333333333333336,13.215650919581678,-1.157806551487318,2.9943420794270477,8708.0,0.0,2.0,3.0,4.0,5351.0,0.0,17.0,3.0,3.0,5741.0,2.0,1.0,3.0,1.0,9372.0
OZ290980,B.1.1.7,31.0,9.266666666666666,3.657142857142858,-0.9689904474131257,2.995140793589286,8072.0,0.0,4.0,2.0,3.0,4931.0,0.0,11.0,2.0,2.0,5331.0,1.0,1.0,4.0,1.0,8644.0
OZ290983,B.1.1.7,36.0,14.4,9.963423555230431,-0.6356643748624818,2.9948013380146703,8860.0,1.0,3.0,2.0,3.0,5442.0,0.0,13.0,3.0,4.0,5815.0,3.0,1.0,2.0,1.0,9517.0
OZ290984,B.1.1.7,37.0,11.68888888888889,8.159467097295117,-0.99462094577506,2.9947196124219175,8826.0,1.0,2.0,4.0,3.0,5413.0,0.0,14.0,2.0,3.0,5784.0,2.0,1.0,4.0,1.0,9429.0
OZ290985,B.1.1.7,31.0,15.600000000000001,10.726967047747141,-0.6301592562463892,2.995479604304097,8748.0,1.0,2.0,2.0,3.0,5366.0,0.0,14.0,2.0,3.0,5753.0,1.0,1.0,1.0,1.0,9382.0
OZ290986,B.1.1.7,35.0,17.0,10.026086956521743,-1.1686650383186419,2.9949878695909833,8884.0,0.0,3.0,3.0,3.0,5454.0,0.0,14.0,3.0,4.0,5839.0,1.0,1.0,2.0,1.0,9551.0
OZ290987,B.1.1.7,32.0,14.676190476190476,9.939772110689095,-1.0851678738308994,2.9954252391656553,8828.0,0.0,2.0,3.0,3.0,5423.0,0.0,12.0,3.0,3.0,5804.0,2.0,1.0,2.0,1.0,9464.0
OZ290995,B.1.1.7,35.0,19.508771929824565,14.103133903133907,-0.9467080984422998,2.9946968041378437,8251.0,0.0,2.0,3.0,4.0,5083.0,0.0,17.0,1.0,2.0,5465.0,2.0,1.0,2.0,1.0,8937.0
OZ290998,B.1.1.7,31.0,13.238095238095237,4.199999999999998,-1.3328962479129065,2.994728848342966,7480.0,0.0,1.0,2.0,3.0,4621.0,0.0,11.0,2.0,4.0,4982.0,1.0,1.0,3.0,3.0,8066.0
OZ291006,B.1.1.7,31.0,15.333333333333334,9.602166064981942,-1.0368226409416856,2.9954250668514293,8632.0,0.0,2.0,2.0,3.0,5289.0,0.0,14.0,2.0,3.0,5704.0,1.0,1.0,2.0,1.0,9263.0
OZ291026,B.1.1.7,25.0,16.0,9.023529411764702,-0.6767318959962965,2.9962917734040104,8508.0,0.0,2.0,2.0,3.0,5215.0,0.0,11.0,0.0,2.0,5594.0,2.0,1.0,1.0,1.0,9121.0
OZ291039,B.1.1.7,17.0,,9.200000000000003,,2.9973057751222787,8381.0,0.0,2.0,0.0,2.0,5130.0,0.0,7.0,2.0,3.0,5532.0,1.0,0.0,0.0,0.0,8972.0
OZ291041,B.1.1.7,36.0,13.726190476190476,7.732107938991007,-1.064111595803718,2.9948854512578995,8883.0,0.0,4.0,3.0,3.0,5455.0,0.0,13.0,3.0,3.0,5839.0,2.0,1.0,3.0,1.0,9550.0
OZ291043,B.1.1.318,17.0,10.833333333333332,7.47843137254902,,2.9974922185748727,8630.0,0.0,2.0,1.0,2.0,5275.0,0.0,7.0,1.0,1.0,5677.0,2.0,0.0,1.0,0.0,9308.0
OZ291049,B.1.1.7,36.0,18.05,13.097133757961775,-0.8253922793068418,2.9948734939932513,8825.0,1.0,3.0,4.0,3.0,5420.0,0.0,15.0,3.0,3.0,5805.0,1.0,1.0,1.0,1.0,9465.0
OZ291056,B.1.1.7,32.0,10.630769230769232,7.247750132345156,-0.7869280808806776,2.9951584039255184,8383.0,2.0,2.0,3.0,3.0,5117.0,0.0,11.0,3.0,3.0,5539.0,1.0,1.0,2.0,1.0,8973.0
OZ291057,B.1.1.7,27.0,11.897435897435898,6.587672688629118,-0.4031011027829075,2.9958868336998505,8265.0,1.0,2.0,2.0,3.0,5086.0,0.0,11.0,0.0,2.0,5450.0,2.0,1.0,2.0,1.0,8929.0
OZ291068,B.1,12.0,12.0,8.333333333333337,,2.9982656851291476,8816.0,0.0,2.0,1.0,1.0,5395.0,0.0,6.0,0.0,1.0,5781.0,1.0,0.0,0.0,0.0,9502.0
OZ291072,B.1.1.7,23.0,10.666666666666666,4.448430493273542,,2.996256996610033,7762.0,1.0,1.0,2.0,3.0,4768.0,0.0,10.0,0.0,2.0,5130.0,0.0,1.0,2.0,1.0,8376.0
OZ291076,B.1.1.7,35.0,15.45,7.345517841601392,-1.1832581952077994,2.994924756363243,8825.0,0.0,3.0,3.0,3.0,5417.0,0.0,13.0,2.0,5.0,5811.0,1.0,1.0,3.0,1.0,9521.0
OZ291077,B.1.1.7,31.0,18.583333333333336,12.519133574007212,-0.9938915566154888,2.995355905815469,8468.0,0.0,2.0,2.0,3.0,5225.0,0.0,15.0,2.0,3.0,5609.0,1.0,1.0,1.0,1.0,9108.0
OZ291090,B.1.1.7,26.0,11.564102564102564,5.933842239185755,-0.4439068874120404,2.995988238538442,8184.0,1.0,2.0,2.0,3.0,5021.0,0.0,11.0,0.0,2.0,5403.0,1.0,1.0,2.0,1.0,8825.0
OZ291094,B.1.1.7,32.0,14.933333333333334,8.833333333333341,-0.9343771782570854,2.9953785762186493,8785.0,0.0,3.0,2.0,3.0,5406.0,0.0,13.0,2.0,3.0,5793.0,2.0,1.0,2.0,1.0,9460.0
OZ291102,B.1.1.7,38.0,17.08888888888889,12.735066760365427,-0.6351788040094865,2.994559815461291,8825.0,1.0,3.0,3.0,3.0,5417.0,0.0,16.0,2.0,3.0,5801.0,3.0,1.0,2.0,1.0,9485.0
OZ291108,B.1.1.7,31.0,15.142857142857142,9.20460358056268,-0.45288030882604385,2.9955112302515277,8673.0,1.0,3.0,3.0,3.0,5294.0,0.0,12.0,0.0,2.0,5697.0,3.0,1.0,2.0,1.0,9308.0
OZ291109,B.1.1.7,34.0,17.333333333333332,11.293542074363987,-1.0797487291156824,2.995100099681945,8828.0,0.0,2.0,3.0,3.0,5421.0,0.0,14.0,2.0,4.0,5804.0,2.0,1.0,2.0,1.0,9464.0
OZ291110,B.1.1.7,33.0,15.142857142857142,10.191092698083898,-0.36311556793915,2.9951610327408122,8508.0,2.0,3.0,4.0,3.0,5203.0,0.0,12.0,0.0,2.0,5586.0,3.0,1.0,2.0,1.0,9140.0
OZ291114,B.1.1.7,38.0,12.580952380952382,7.767605633802817,-0.7857948426702227,2.994516226290134,8831.0,1.0,3.0,2.0,3.0,5417.0,0.0,17.0,2.0,3.0,5800.0,1.0,1.0,4.0,1.0,9506.0
OZ291116,B.1.1.7,35.0,13.117647058823529,7.254562470753393,-1.0039471472782808,2.9950210964934496,8885.0,0.0,3.0,2.0,3.0,5454.0,0.0,14.0,3.0,3.0,5840.0,1.0,2.0,3.0,1.0,9549.0
OZ291120,B.1.1.7,35.0,15.450980392156861,9.61516984644021,-1.1069874180130208,2.9949899491730547,8885.0,0.0,2.0,3.0,3.0,5454.0,0.0,14.0,2.0,4.0,5839.0,2.0,1.0,3.0,1.0,9550.0
OZ291122,B.1.1.7,29.0,16.307692307692307,8.162499999999998,-0.18444032434035598,2.995337134923543,7808.0,1.0,4.0,2.0,3.0,4770.0,0.0,12.0,0.0,2.0,5170.0,1.0,2.0,1.0,1.0,8366.0
OZ291123,B.1.1.7,35.0,10.098039215686274,6.7242026266416515,-0.9117035332857768,2.994940829289823,8736.0,1.0,2.0,3.0,3.0,5380.0,0.0,13.0,2.0,3.0,5750.0,2.0,1.0,4.0,1.0,9374.0
OZ291126,B.1.1.7,37.0,18.37543859649123,13.096995708154504,-0.9554184577636746,2.9947702005155166,8885.0,0.0,2.0,3.0,3.0,5451.0,0.0,17.0,2.0,3.0,5840.0,2.0,2.0,2.0,1.0,9550.0
OZ291130,B.1.1.7,36.0,10.898039215686275,7.396953025814641,-1.004779201815135,2.994910652338816,8883.0,1.0,2.0,4.0,3.0,5454.0,0.0,13.0,2.0,3.0,5840.0,2.0,1.0,4.0,1.0,9549.0
OZ291131,B.1.1.7,37.0,18.37543859649123,13.096995708154504,-0.9554184577636746,2.9947697816760326,8885.0,0.0,2.0,3.0,3.0,5450.0,0.0,17.0,2.0,3.0,5840.0,2.0,2.0,2.0,1.0,9550.0
OZ291136,B.1.1.7,34.0,10.383333333333335,5.018830525272546,-1.1558985008475562,2.9951592679612724,8819.0,0.0,2.0,4.0,3.0,5410.0,0.0,11.0,2.0,3.0,5791.0,2.0,1.0,5.0,1.0,9444.0
OZ291137,B.1.1.7,36.0,12.783333333333333,7.567525370804063,-0.9904711286319722,2.9949184979280004,8884.0,0.0,3.0,3.0,3.0,5455.0,0.0,13.0,3.0,3.0,5839.0,2.0,2.0,3.0,1.0,9548.0
OZ291138,B.1.1.7,35.0,15.583333333333332,9.24475524475524,-1.1530524265349877,2.9949855730253976,8885.0,0.0,2.0,3.0,4.0,5453.0,0.0,13.0,2.0,4.0,5839.0,2.0,1.0,3.0,1.0,9550.0
OZ291139,B.1.1.7,29.0,16.4,9.527909176915792,-0.7656806987517533,2.99584722852974,8756.0,0.0,2.0,3.0,3.0,5358.0,0.0,13.0,0.0,2.0,5745.0,2.0,1.0,2.0,1.0,9412.0
OZ291140,B.1.1.7,34.0,17.4,10.922651933701646,-1.122083650753952,2.995023746449384,8689.0,0.0,2.0,3.0,4.0,5341.0,0.0,13.0,2.0,4.0,5721.0,2.0,1.0,2.0,1.0,9333.0
OZ291141,B.1.1.7,28.0,9.76923076923077,4.849740932642487,-1.0611698524722373,2.994909442430373,6880.0,0.0,2.0,3.0,2.0,4265.0,0.0,10.0,2.0,3.0,4618.0,1.0,1.0,3.0,1.0,7383.0
OZ291142,B.1.1.7,38.0,20.642105263157895,15.764593666539483,-0.9592294653231452,2.99410779023032,8161.0,0.0,2.0,3.0,3.0,4983.0,0.0,17.0,2.0,3.0,5376.0,4.0,1.0,2.0,1.0,8727.0
OZ291143,B.1.1.7,34.0,20.26666666666667,12.235592438911944,-1.1253998699424155,2.9950836361757958,8728.0,0.0,3.0,4.0,3.0,5367.0,0.0,14.0,2.0,4.0,5753.0,1.0,1.0,1.0,1.0,9377.0
OZ291145,B.1.1.7,36.0,16.228070175438596,11.05744375299183,-1.0725812353993955,2.99487846703304,8885.0,0.0,2.0,3.0,3.0,5451.0,0.0,16.0,2.0,3.0,5839.0,2.0,1.0,3.0,1.0,9550.0
OZ291146,B.1.1.7,47.0,25.7,18.77157045313469,-0.9680078633667188,2.9932219981467045,8828.0,0.0,3.0,2.0,6.0,5411.0,0.0,21.0,2.0,3.0,5802.0,5.0,1.0,3.0,1.0,9463.0
OZ291147,B.1.1.7,35.0,13.399999999999999,8.319461444308448,-1.0349251659257868,2.99498884504459,8787.0,0.0,3.0,3.0,3.0,5412.0,0.0,12.0,3.0,3.0,5793.0,3.0,1.0,3.0,1.0,9455.0
OZ291148,B.1.1.7,35.0,15.583333333333332,9.24475524475524,-1.1530524265349877,2.99494142397994,8806.0,0.0,2.0,3.0,4.0,5413.0,0.0,13.0,2.0,4.0,5784.0,2.0,1.0,3.0,1.0,9448.0
OZ291149,B.1.1.7,36.0,16.0,11.119999999999997,-1.023958399466916,2.9948407552371856,8792.0,0.0,2.0,3.0,3.0,5413.0,0.0,15.0,2.0,3.0,5781.0,3.0,1.0,3.0,1.0,9465.0
OZ291152,B.1.1.7,25.0,12.787878787878785,5.942752740560287,-0.7595280261424977,2.996059031120967,7986.0,0.0,2.0,3.0,3.0,4834.0,0.0,9.0,0.0,2.0,5206.0,2.0,1.0,2.0,1.0,8532.0
OZ291153,B.1.1.7,33.0,17.742857142857144,10.757383966244717,-1.0021140855156916,2.995196178976412,8729.0,0.0,4.0,2.0,3.0,5367.0,0.0,14.0,3.0,3.0,5753.0,1.0,1.0,1.0,1.0,9377.0
OZ291155,B.1.1.7,30.0,17.10769230769231,10.942165433759236,-1.090795192989467,2.995741593712633,8825.0,0.0,2.0,4.0,3.0,5423.0,0.0,12.0,2.0,3.0,5804.0,1.0,1.0,1.0,1.0,9464.0
OZ291157,B.1.1.7,25.0,13.363636363636363,7.429391504018367,-0.8715975793294002,2.9950386005560854,6439.0,0.0,2.0,1.0,3.0,3986.0,0.0,10.0,2.0,3.0,4263.0,1.0,1.0,1.0,1.0,6933.0
OZ291158,B.1.1.7,26.0,13.787878787878785,6.400852878464818,-0.8015286495716081,2.995433075555808,7063.0,0.0,2.0,3.0,4.0,4324.0,0.0,9.0,0.0,2.0,4749.0,2.0,1.0,2.0,1.0,7742.0
OZ291160,B.1.1.7,47.0,22.866666666666667,15.911235257603963,-0.988606548406481,2.9932037209289,8789.0,0.0,3.0,2.0,6.0,5398.0,0.0,20.0,2.0,3.0,5775.0,5.0,1.0,4.0,1.0,9453.0
OZ291162,B.1.1.7,28.0,15.974358974358976,9.969905417024943,-0.7540524587497704,2.995709035033764,8262.0,0.0,3.0,2.0,3.0,5022.0,0.0,12.0,1.0,2.0,5452.0,2.0,1.0,1.0,1.0,8848.0
OZ291164,B.1.1.7,34.0,12.916666666666668,7.7017543859649145,-1.003085030594784,2.9951353258303675,8885.0,0.0,3.0,2.0,3.0,5454.0,0.0,13.0,3.0,3.0,5839.0,2.0,1.0,3.0,1.0,9550.0
OZ291165,B.1.1.7,29.0,16.4,9.527909176915792,-0.7656806987517533,2.9956566681158043,8322.0,0.0,2.0,3.0,3.0,5112.0,0.0,13.0,0.0,2.0,5502.0,2.0,1.0,2.0,1.0,9044.0
OZ291166,B.1.1.7,32.0,16.619047619047617,13.307385229540916,-0.9936548163659599,2.9951393318545785,8242.0,0.0,2.0,3.0,3.0,5040.0,0.0,11.0,5.0,2.0,5454.0,3.0,1.0,1.0,1.0,8777.0
OZ291167,B.1.1.7,36.0,18.755555555555553,11.539850286217535,-0.9791889705544788,2.9947028768246167,8693.0,0.0,3.0,2.0,3.0,5334.0,0.0,16.0,2.0,4.0,5742.0,2.0,1.0,2.0,1.0,9341.0
OZ291170,B.1.1.7,35.0,19.933333333333334,11.313131313131313,-0.8381025007510682,2.9949615270166285,8825.0,0.0,6.0,2.0,3.0,5421.0,0.0,14.0,2.0,3.0,5804.0,2.0,1.0,1.0,1.0,9465.0
OZ291171,B.1.1.7,41.0,18.96969696969697,13.50479022134127,-1.0925635447516504,2.994163646840431,8884.0,0.0,3.0,3.0,3.0,5449.0,0.0,19.0,3.0,3.0,5839.0,2.0,1.0,3.0,1.0,9550.0
OZ291173,B.1.1.7,24.0,12.666666666666666,5.586206896551723,-0.7683031350795706,2.995701515416796,7003.0,0.0,2.0,2.0,3.0,4297.0,0.0,10.0,0.0,2.0,4681.0,1.0,1.0,2.0,1.0,7629.0
OZ291174,B.1.1.7,28.0,13.066666666666666,6.692307692307695,-1.104075844942098,2.9959413581663936,8804.0,0.0,1.0,2.0,3.0,5401.0,0.0,12.0,2.0,3.0,5794.0,0.0,1.0,3.0,1.0,9455.0
OZ291176,B.1.1.7,32.0,18.133333333333336,10.513888888888898,-1.1943252144495269,2.9952528769549165,8575.0,0.0,2.0,2.0,3.0,5256.0,0.0,14.0,3.0,3.0,5668.0,1.0,1.0,1.0,2.0,9176.0
OZ291177,B.1.1.7,37.0,14.31764705882353,10.253897550111361,-1.0708809709810772,2.9947313228412535,8827.0,0.0,2.0,3.0,3.0,5413.0,0.0,14.0,4.0,3.0,5799.0,2.0,2.0,3.0,1.0,9438.0
OZ291178,C.36.3,32.0,18.238095238095237,13.695329873980727,,2.9952300049319835,8505.0,1.0,1.0,0.0,0.0,5210.0,0.0,14.0,6.0,1.0,5585.0,5.0,1.0,2.0,1.0,9080.0
OZ291179,B.1.1.7,34.0,15.0,8.813793103448274,-0.9811194106759914,2.995041013554367,8655.0,0.0,3.0,2.0,3.0,5321.0,0.0,14.0,3.0,3.0,5715.0,1.0,2.0,2.0,1.0,9279.0
OZ291182,B.1.1.7,24.0,11.23076923076923,5.7088122605364005,-0.6811645588215423,2.9952896219727845,6296.0,0.0,1.0,2.0,2.0,3907.0,0.0,11.0,0.0,2.0,4217.0,1.0,2.0,2.0,1.0,6818.0
OZ291183,B.1.1.7,31.0,17.307692307692307,12.182608695652199,-0.938165491394569,2.995361222633417,8404.0,0.0,2.0,3.0,3.0,5158.0,0.0,12.0,2.0,3.0,5581.0,3.0,1.0,1.0,1.0,9027.0
OZ291185,B.1.1.7,38.0,13.88888888888889,7.887955182072831,-1.1443278515106763,2.994433741800083,8656.0,0.0,3.0,3.0,3.0,5320.0,0.0,14.0,3.0,4.0,5717.0,2.0,1.0,4.0,1.0,9343.0
OZ291187,B.1.1.7,31.0,17.485714285714284,11.868486352357335,-1.0856653501478888,2.9954756494232715,8647.0,0.0,2.0,3.0,3.0,5320.0,0.0,13.0,3.0,3.0,5692.0,1.0,1.0,1.0,1.0,9274.0
OZ291188,B.1.1.7,26.0,16.666666666666664,9.79372197309417,-0.6585078674136223,2.995966711948793,8072.0,0.0,2.0,2.0,3.0,4986.0,0.0,11.0,0.0,2.0,5326.0,3.0,1.0,1.0,1.0,8741.0
OZ291190,B.1.1.7,33.0,16.285714285714285,12.478599221789885,-0.5944149140444659,2.9951905703259336,8647.0,1.0,2.0,3.0,3.0,5330.0,0.0,13.0,2.0,3.0,5698.0,3.0,1.0,1.0,1.0,9267.0
OZ291191,B.1.1.7,32.0,17.904761904761905,12.900503074343211,-1.0635758009246972,2.995174578151958,8406.0,0.0,2.0,2.0,3.0,5183.0,0.0,13.0,5.0,3.0,5542.0,1.0,1.0,1.0,1.0,9076.0
OZ291192,B.1.1.7,33.0,16.941176470588236,11.050694025347013,-1.1059446917005147,2.9952719751011863,8828.0,0.0,2.0,3.0,3.0,5420.0,0.0,15.0,2.0,3.0,5806.0,1.0,1.0,2.0,1.0,9464.0
OZ291194,B.1.1.7,34.0,15.0,8.813793103448274,-0.9811194106759914,2.99508463414237,8740.0,0.0,3.0,2.0,3.0,5370.0,0.0,14.0,3.0,3.0,5749.0,1.0,2.0,2.0,1.0,9373.0
OZ291195,B.1.1.7,29.0,19.933333333333334,11.956989247311844,-0.6805486731112165,2.9955370207774297,8154.0,0.0,3.0,2.0,3.0,5031.0,0.0,14.0,0.0,2.0,5389.0,2.0,1.0,1.0,1.0,8843.0
OZ291196,B.1.1.7,28.0,13.066666666666666,6.692307692307695,-1.104075844942098,2.9959413001623987,8803.0,0.0,1.0,2.0,3.0,5401.0,0.0,12.0,2.0,3.0,5794.0,0.0,1.0,3.0,1.0,9455.0
OZ291199,B.1.1.7,32.0,17.904761904761905,12.900503074343211,-1.0635758009246972,2.995296540716891,8640.0,0.0,2.0,2.0,3.0,5316.0,0.0,13.0,5.0,3.0,5689.0,1.0,1.0,1.0,1.0,9299.0
OZ291200,B.1.1.7,26.0,11.666666666666666,8.086206896551726,-1.0116797989474033,2.995585099417288,7400.0,0.0,1.0,2.0,3.0,4548.0,0.0,10.0,3.0,2.0,4913.0,1.0,1.0,2.0,1.0,8005.0
OZ291201,B.1.1.7,37.0,14.568421052631578,8.728384647827927,-1.2104041570511528,2.994661965116585,8828.0,0.0,2.0,3.0,3.0,5420.0,0.0,15.0,3.0,4.0,5804.0,1.0,1.0,4.0,1.0,9462.0
OZ291202,B.1.1.7,37.0,18.22222222222222,12.679623085983517,-1.0646126431617267,2.994599771325535,8671.0,0.0,3.0,3.0,3.0,5308.0,0.0,16.0,3.0,3.0,5719.0,2.0,1.0,2.0,1.0,9264.0
OZ291203,B.1.1.7,30.0,17.6,11.56903127383677,-0.9931399459198978,2.995590317534808,8656.0,0.0,2.0,2.0,3.0,5321.0,0.0,14.0,2.0,3.0,5716.0,1.0,1.0,1.0,1.0,9281.0
OZ291204,B.1.1.7,32.0,10.583333333333332,6.504458598726116,-0.8017029317531444,2.9954095475939293,8885.0,1.0,2.0,2.0,3.0,5455.0,0.0,13.0,2.0,3.0,5841.0,1.0,1.0,3.0,1.0,9550.0
OZ291206,B.1.1.7,38.0,16.228070175438596,10.828271466066749,-1.0911335751787214,2.9945954660853498,8884.0,0.0,3.0,3.0,3.0,5452.0,0.0,16.0,3.0,3.0,5839.0,2.0,1.0,3.0,1.0,9550.0
OZ291207,B.1.1.7,32.0,15.00952380952381,8.008138903960933,-0.9751576609903098,2.995347046556973,8806.0,0.0,3.0,2.0,3.0,5415.0,0.0,12.0,2.0,4.0,5784.0,2.0,1.0,2.0,1.0,9449.0
OZ291208,B.1.1.7,35.0,14.650980392156864,10.46210720887246,-0.9847589042390656,2.994995277444982,8886.0,0.0,2.0,2.0,3.0,5453.0,0.0,14.0,3.0,3.0,5838.0,3.0,1.0,3.0,1.0,9550.0
OZ291209,B.1.1.7,25.0,13.696969696969697,7.407407407407412,-0.8331370439280659,2.9959510069998574,7806.0,0.0,3.0,2.0,3.0,4749.0,0.0,10.0,1.0,2.0,5191.0,1.0,1.0,1.0,1.0,8350.0
